v-sweep,v(drain),v(gate),v(source),v(body),i(vd),i(vg),i(vs),i(vb)
0.42,0.42,1.1,0.0,0.0,-3.83411e-05,-7.72769e-11,3.834114e-05,4.575718e-11
0.43,0.43,1.1,0.0,0.0,-3.87288e-05,-7.82387e-11,3.872885e-05,4.6756e-11
0.44,0.44,1.1,0.0,0.0,-3.90947e-05,-7.92264e-11,3.909471e-05,4.777406e-11
0.45,0.45,1.1,0.0,0.0,-3.94402e-05,-8.02363e-11,3.944018e-05,4.881164e-11
0.46,0.46,1.1,0.0,0.0,-3.97668e-05,-8.12728e-11,3.97668e-05,4.986903e-11
0.47,0.47,1.1,0.0,0.0,-4.00761e-05,-8.23341e-11,4.007613e-05,5.094653e-11
0.48,0.48,1.1,0.0,0.0,-4.03697e-05,-8.34222e-11,4.036972e-05,5.204443e-11
0.49,0.49,1.1,0.0,0.0,-4.06491e-05,-8.45342e-11,4.064908e-05,5.316302e-11
0.5,0.5,1.1,0.0,0.0,-4.09156e-05,-8.56701e-11,4.091562e-05,5.430262e-11
0.51,0.51,1.1,0.0,0.0,-4.11706e-05,-8.68328e-11,4.117067e-05,5.546352e-11
0.52,0.52,1.1,0.0,0.0,-4.14154e-05,-8.8022e-11,4.141543e-05,5.664603e-11
0.53,0.53,1.1,0.0,0.0,-4.1651e-05,-8.92353e-11,4.1651e-05,5.785045e-11
0.54,0.54,1.1,0.0,0.0,-4.18783e-05,-9.04743e-11,4.187837e-05,5.907711e-11
0.55,0.55,1.1,0.0,0.0,-4.20984e-05,-9.17373e-11,4.209842e-05,6.03263e-11
0.56,0.56,1.1,0.0,0.0,-4.23119e-05,-9.30278e-11,4.231193e-05,6.159835e-11
0.57,0.57,1.1,0.0,0.0,-4.25196e-05,-9.43423e-11,4.251961e-05,6.289359e-11
0.58,0.58,1.1,0.0,0.0,-4.2722e-05,-9.56852e-11,4.272205e-05,6.421232e-11
0.59,0.59,1.1,0.0,0.0,-4.29198e-05,-9.7053e-11,4.291982e-05,6.555489e-11
0.6,0.6,1.1,0.0,0.0,-4.31134e-05,-9.84466e-11,4.311338e-05,6.69216e-11
0.61,0.61,1.1,0.0,0.0,-4.33031e-05,-9.98668e-11,4.330316e-05,6.831281e-11
0.62,0.62,1.1,0.0,0.0,-4.34895e-05,-1.01315e-10,4.348954e-05,6.972883e-11
0.63,0.63,1.1,0.0,0.0,-4.36728e-05,-1.02788e-10,4.367283e-05,7.117e-11
0.64,0.64,1.1,0.0,0.0,-4.38533e-05,-1.04289e-10,4.385334e-05,7.263667e-11
0.65,0.65,1.1,0.0,0.0,-4.40313e-05,-1.05818e-10,4.403133e-05,7.412917e-11
0.66,0.66,1.1,0.0,0.0,-4.4207e-05,-1.07375e-10,4.420701e-05,7.564784e-11
0.67,0.67,1.1,0.0,0.0,-4.43806e-05,-1.0896e-10,4.438061e-05,7.719304e-11
0.68,0.68,1.1,0.0,0.0,-4.45523e-05,-1.10574e-10,4.45523e-05,7.876509e-11
0.69,0.69,1.1,0.0,0.0,-4.47222e-05,-1.12215e-10,4.472225e-05,8.036436e-11
0.7,0.7,1.1,0.0,0.0,-4.48906e-05,-1.13885e-10,4.489059e-05,8.19912e-11
0.71,0.71,1.1,0.0,0.0,-4.50574e-05,-1.15583e-10,4.505747e-05,8.364595e-11
0.72,0.72,1.1,0.0,0.0,-4.5223e-05,-1.17313e-10,4.5223e-05,8.532897e-11
0.73,0.73,1.1,0.0,0.0,-4.53873e-05,-1.19071e-10,4.538729e-05,8.704062e-11
0.74,0.74,1.1,0.0,0.0,-4.55504e-05,-1.20861e-10,4.555043e-05,8.878126e-11
0.75,0.75,1.1,0.0,0.0,-4.57125e-05,-1.2268e-10,4.571251e-05,9.055125e-11
0.76,0.76,1.1,0.0,0.0,-4.58736e-05,-1.24529e-10,4.587362e-05,9.235095e-11
0.77,0.77,1.1,0.0,0.0,-4.60338e-05,-1.26411e-10,4.603382e-05,9.418072e-11
0.78,0.78,1.1,0.0,0.0,-4.61932e-05,-1.28321e-10,4.619319e-05,9.604093e-11
0.79,0.79,1.1,0.0,0.0,-4.63517e-05,-1.30266e-10,4.635178e-05,9.793195e-11
0.8,0.8,1.1,0.0,0.0,-4.65096e-05,-1.32241e-10,4.650966e-05,9.985414e-11
0.81,0.81,1.1,0.0,0.0,-4.66669e-05,-1.34248e-10,4.666688e-05,1.018079e-10
0.82,0.82,1.1,0.0,0.0,-4.68235e-05,-1.36289e-10,4.68235e-05,1.037935e-10
0.83,0.83,1.1,0.0,0.0,-4.69795e-05,-1.38363e-10,4.697957e-05,1.058115e-10
0.84,0.84,1.1,0.0,0.0,-4.71351e-05,-1.40471e-10,4.713513e-05,1.078621e-10
0.85,0.85,1.1,0.0,0.0,-4.72902e-05,-1.4261e-10,4.729023e-05,1.099458e-10
0.86,0.86,1.1,0.0,0.0,-4.74449e-05,-1.44786e-10,4.744492e-05,1.120629e-10
0.87,0.87,1.1,0.0,0.0,-4.75992e-05,-1.46995e-10,4.759926e-05,1.142138e-10
0.88,0.88,1.1,0.0,0.0,-4.77533e-05,-1.49239e-10,4.775329e-05,1.163989e-10
0.89,0.89,1.1,0.0,0.0,-4.7907e-05,-1.51518e-10,4.790705e-05,1.186186e-10
0.9,0.9,1.1,0.0,0.0,-4.80606e-05,-1.53832e-10,4.806061e-05,1.208733e-10
0.91,0.91,1.1,0.0,0.0,-4.8214e-05,-1.56184e-10,4.8214e-05,1.231633e-10
0.92,0.92,1.1,0.0,0.0,-4.83673e-05,-1.5857e-10,4.83673e-05,1.25489e-10
0.93,0.93,1.1,0.0,0.0,-4.85205e-05,-1.60995e-10,4.852055e-05,1.278508e-10
0.94,0.94,1.1,0.0,0.0,-4.86738e-05,-1.63455e-10,4.867382e-05,1.302492e-10
0.95,0.95,1.1,0.0,0.0,-4.88271e-05,-1.65955e-10,4.882716e-05,1.326845e-10
0.96,0.96,1.1,0.0,0.0,-4.89806e-05,-1.68492e-10,4.898065e-05,1.351571e-10
0.97,0.97,1.1,0.0,0.0,-4.91343e-05,-1.71068e-10,4.913435e-05,1.376674e-10
0.98,0.98,1.1,0.0,0.0,-4.92883e-05,-1.73682e-10,4.928834e-05,1.402158e-10
0.99,0.99,1.1,0.0,0.0,-4.94427e-05,-1.76334e-10,4.944269e-05,1.428026e-10
1.0,1.0,1.1,0.0,0.0,-4.95974e-05,-1.79024e-10,4.959748e-05,1.454284e-10
1.01,1.01,1.1,0.0,0.0,-4.97528e-05,-1.81755e-10,4.97528e-05,1.480935e-10
1.02,1.02,1.1,0.0,0.0,-4.99087e-05,-1.84525e-10,4.990873e-05,1.507983e-10
1.03,1.03,1.1,0.0,0.0,-5.00653e-05,-1.87335e-10,5.006538e-05,1.535432e-10
1.04,1.04,1.1,0.0,0.0,-5.02228e-05,-1.90187e-10,5.022282e-05,1.563286e-10
1.05,1.05,1.1,0.0,0.0,-5.03811e-05,-1.9308e-10,5.038118e-05,1.591549e-10
1.06,1.06,1.1,0.0,0.0,-5.05405e-05,-1.96015e-10,5.054054e-05,1.620225e-10
1.07,1.07,1.1,0.0,0.0,-5.0701e-05,-1.98988e-10,5.070102e-05,1.649319e-10
1.08,1.08,1.1,0.0,0.0,-5.08627e-05,-2.02007e-10,5.086274e-05,1.678835e-10
1.09,1.09,1.1,0.0,0.0,-5.10258e-05,-2.05065e-10,5.10258e-05,1.708776e-10
1.1,1.1,1.1,0.0,0.0,-5.11903e-05,-2.08169e-10,5.119034e-05,1.739146e-10
0.0,0.0,1.1,0.01,0.0,1.399877e-06,-5.67839e-11,-1.39984e-06,1.802803e-11
0.01,0.01,1.1,0.01,0.0,1.861071e-11,-5.22276e-11,1.861071e-11,1.500667e-11
0.02,0.02,1.1,0.01,0.0,-1.39275e-06,-5.2335e-11,1.392789e-06,1.537403e-11
0.03,0.03,1.1,0.01,0.0,-2.7604e-06,-5.23865e-11,2.760439e-06,1.574942e-11
0.04,0.04,1.1,0.01,0.0,-4.10309e-06,-5.24434e-11,4.103122e-06,1.613298e-11
0.05,0.05,1.1,0.01,0.0,-5.42096e-06,-5.25198e-11,5.420998e-06,1.652489e-11
0.06,0.06,1.1,0.01,0.0,-6.71419e-06,-5.26166e-11,6.71423e-06,1.69253e-11
0.07,0.07,1.1,0.01,0.0,-7.98295e-06,-5.27383e-11,7.982985e-06,1.733439e-11
0.08,0.08,1.1,0.01,0.0,-9.22739e-06,-5.28768e-11,9.227426e-06,1.775234e-11
0.09,0.09,1.1,0.01,0.0,-1.04477e-05,-5.30358e-11,1.044771e-05,1.817931e-11
0.1,0.1,1.1,0.01,0.0,-1.1644e-05,-5.32143e-11,1.1644e-05,1.861548e-11
0.11,0.11,1.1,0.01,0.0,-1.28164e-05,-5.34106e-11,1.281645e-05,1.906103e-11
0.12,0.12,1.1,0.01,0.0,-1.39651e-05,-5.36255e-11,1.396518e-05,1.951615e-11
0.13,0.13,1.1,0.01,0.0,-1.50903e-05,-5.38591e-11,1.509034e-05,1.998102e-11
0.14,0.14,1.1,0.01,0.0,-1.6192e-05,-5.41114e-11,1.619205e-05,2.045583e-11
0.15,0.15,1.1,0.01,0.0,-1.72704e-05,-5.43805e-11,1.727042e-05,2.094076e-11
0.16,0.16,1.1,0.01,0.0,-1.83255e-05,-5.46692e-11,1.832554e-05,2.143603e-11
0.17,0.17,1.1,0.01,0.0,-1.93575e-05,-5.49756e-11,1.935749e-05,2.194181e-11
0.18,0.18,1.1,0.01,0.0,-2.03663e-05,-5.52989e-11,2.036633e-05,2.245832e-11
0.19,0.19,1.1,0.01,0.0,-2.13521e-05,-5.56408e-11,2.135213e-05,2.298575e-11
0.2,0.2,1.1,0.01,0.0,-2.23149e-05,-5.60005e-11,2.231489e-05,2.352431e-11
0.21,0.21,1.1,0.01,0.0,-2.32546e-05,-5.63789e-11,2.325461e-05,2.407422e-11
0.22,0.22,1.1,0.01,0.0,-2.41712e-05,-5.67741e-11,2.417128e-05,2.463567e-11
0.23,0.23,1.1,0.01,0.0,-2.50648e-05,-5.7188e-11,2.506484e-05,2.520889e-11
0.24,0.24,1.1,0.01,0.0,-2.59352e-05,-5.76206e-11,2.593521e-05,2.57941e-11
0.25,0.25,1.1,0.01,0.0,-2.67822e-05,-5.80709e-11,2.678227e-05,2.639152e-11
0.26,0.26,1.1,0.01,0.0,-2.76058e-05,-5.8539e-11,2.760586e-05,2.700137e-11
0.27,0.27,1.1,0.01,0.0,-2.84058e-05,-5.90266e-11,2.840579e-05,2.762388e-11
0.28,0.28,1.1,0.01,0.0,-2.91818e-05,-5.95328e-11,2.918183e-05,2.825928e-11
0.29,0.29,1.1,0.01,0.0,-2.99337e-05,-6.00568e-11,2.993371e-05,2.890781e-11
0.3,0.3,1.1,0.01,0.0,-3.06611e-05,-6.06022e-11,3.066112e-05,2.95697e-11
0.31,0.31,1.1,0.01,0.0,-3.13637e-05,-6.11662e-11,3.136372e-05,3.024521e-11
0.32,0.32,1.1,0.01,0.0,-3.20411e-05,-6.17462e-11,3.204114e-05,3.093457e-11
0.33,0.33,1.1,0.01,0.0,-3.2693e-05,-6.2351e-11,3.2693e-05,3.163803e-11
0.34,0.34,1.1,0.01,0.0,-3.33189e-05,-6.29745e-11,3.331893e-05,3.235585e-11
0.35,0.35,1.1,0.01,0.0,-3.39186e-05,-6.36176e-11,3.39186e-05,3.308828e-11
0.36,0.36,1.1,0.01,0.0,-3.44917e-05,-6.42837e-11,3.449174e-05,3.383558e-11
0.37,0.37,1.1,0.01,0.0,-3.50382e-05,-6.49685e-11,3.503818e-05,3.459802e-11
0.38,0.38,1.1,0.01,0.0,-3.55579e-05,-6.56764e-11,3.55579e-05,3.537584e-11
0.39,0.39,1.1,0.01,0.0,-3.6051e-05,-6.64055e-11,3.605105e-05,3.616933e-11
0.4,0.4,1.1,0.01,0.0,-3.6518e-05,-6.71569e-11,3.651802e-05,3.697874e-11
0.41,0.41,1.1,0.01,0.0,-3.69594e-05,-6.79314e-11,3.695941e-05,3.780435e-11
0.42,0.42,1.1,0.01,0.0,-3.73761e-05,-6.87281e-11,3.737609e-05,3.864641e-11
0.43,0.43,1.1,0.01,0.0,-3.77691e-05,-6.9547e-11,3.776914e-05,3.950521e-11
0.44,0.44,1.1,0.01,0.0,-3.81398e-05,-7.03873e-11,3.813985e-05,4.038101e-11
0.45,0.45,1.1,0.01,0.0,-3.84896e-05,-7.12523e-11,3.848965e-05,4.127408e-11
0.46,0.46,1.1,0.01,0.0,-3.88201e-05,-7.21396e-11,3.882008e-05,4.218469e-11
0.47,0.47,1.1,0.01,0.0,-3.91327e-05,-7.305e-11,3.913273e-05,4.311312e-11
0.48,0.48,1.1,0.01,0.0,-3.94292e-05,-7.39835e-11,3.942918e-05,4.405964e-11
0.49,0.49,1.1,0.01,0.0,-3.97109e-05,-7.49401e-11,3.971097e-05,4.502453e-11
0.5,0.5,1.1,0.01,0.0,-3.99795e-05,-7.59188e-11,3.997956e-05,4.600807e-11
0.51,0.51,1.1,0.01,0.0,-4.02363e-05,-7.69189e-11,4.02363e-05,4.701054e-11
0.52,0.52,1.1,0.01,0.0,-4.04824e-05,-7.7943e-11,4.048246e-05,4.803223e-11
0.53,0.53,1.1,0.01,0.0,-4.07191e-05,-7.89901e-11,4.071917e-05,4.907343e-11
0.54,0.54,1.1,0.01,0.0,-4.09474e-05,-8.00622e-11,4.094745e-05,5.013443e-11
0.55,0.55,1.1,0.01,0.0,-4.11682e-05,-8.11529e-11,4.116821e-05,5.121552e-11
0.56,0.56,1.1,0.01,0.0,-4.13823e-05,-8.22702e-11,4.138228e-05,5.2317e-11
0.57,0.57,1.1,0.01,0.0,-4.15903e-05,-8.34106e-11,4.159037e-05,5.343918e-11
0.58,0.58,1.1,0.01,0.0,-4.17931e-05,-8.45741e-11,4.179311e-05,5.458236e-11
0.59,0.59,1.1,0.01,0.0,-4.1991e-05,-8.57598e-11,4.199107e-05,5.574684e-11
0.6,0.6,1.1,0.01,0.0,-4.21847e-05,-8.69695e-11,4.218474e-05,5.693293e-11
0.61,0.61,1.1,0.01,0.0,-4.23745e-05,-8.82059e-11,4.237456e-05,5.814095e-11
0.62,0.62,1.1,0.01,0.0,-4.25609e-05,-8.94635e-11,4.256091e-05,5.937121e-11
0.63,0.63,1.1,0.01,0.0,-4.27441e-05,-9.07452e-11,4.274414e-05,6.062404e-11
0.64,0.64,1.1,0.01,0.0,-4.29245e-05,-9.20526e-11,4.292454e-05,6.189974e-11
0.65,0.65,1.1,0.01,0.0,-4.31023e-05,-9.3384e-11,4.310238e-05,6.319864e-11
0.66,0.66,1.1,0.01,0.0,-4.32779e-05,-9.47429e-11,4.327789e-05,6.452108e-11
0.67,0.67,1.1,0.01,0.0,-4.34513e-05,-9.61249e-11,4.345129e-05,6.586737e-11
0.68,0.68,1.1,0.01,0.0,-4.36227e-05,-9.75344e-11,4.362275e-05,6.723784e-11
0.69,0.69,1.1,0.01,0.0,-4.37924e-05,-9.89671e-11,4.379246e-05,6.863284e-11
0.7,0.7,1.1,0.01,0.0,-4.39605e-05,-1.00427e-10,4.396056e-05,7.005269e-11
0.71,0.71,1.1,0.01,0.0,-4.41271e-05,-1.01914e-10,4.412718e-05,7.149773e-11
0.72,0.72,1.1,0.01,0.0,-4.42924e-05,-1.03427e-10,4.429244e-05,7.29683e-11
0.73,0.73,1.1,0.01,0.0,-4.44564e-05,-1.04968e-10,4.445645e-05,7.446474e-11
0.74,0.74,1.1,0.01,0.0,-4.46193e-05,-1.06535e-10,4.46193e-05,7.59874e-11
0.75,0.75,1.1,0.01,0.0,-4.47811e-05,-1.0813e-10,4.47811e-05,7.753662e-11
0.76,0.76,1.1,0.01,0.0,-4.49419e-05,-1.09752e-10,4.494191e-05,7.911274e-11
0.77,0.77,1.1,0.01,0.0,-4.51018e-05,-1.11402e-10,4.510182e-05,8.071612e-11
0.78,0.78,1.1,0.01,0.0,-4.52609e-05,-1.13082e-10,4.526089e-05,8.234711e-11
0.79,0.79,1.1,0.01,0.0,-4.54192e-05,-1.14792e-10,4.541919e-05,8.400607e-11
0.8,0.8,1.1,0.01,0.0,-4.55767e-05,-1.16529e-10,4.557676e-05,8.569334e-11
0.81,0.81,1.1,0.01,0.0,-4.57336e-05,-1.18296e-10,4.573368e-05,8.740929e-11
0.82,0.82,1.1,0.01,0.0,-4.589e-05,-1.20092e-10,4.588999e-05,8.915427e-11
0.83,0.83,1.1,0.01,0.0,-4.60457e-05,-1.21918e-10,4.604574e-05,9.092865e-11
0.84,0.84,1.1,0.01,0.0,-4.6201e-05,-1.23776e-10,4.620099e-05,9.273278e-11
0.85,0.85,1.1,0.01,0.0,-4.63557e-05,-1.25663e-10,4.635577e-05,9.456704e-11
0.86,0.86,1.1,0.01,0.0,-4.65101e-05,-1.27582e-10,4.651014e-05,9.643179e-11
0.87,0.87,1.1,0.01,0.0,-4.66641e-05,-1.29532e-10,4.666415e-05,9.83274e-11
0.88,0.88,1.1,0.01,0.0,-4.68178e-05,-1.31516e-10,4.681783e-05,1.002542e-10
0.89,0.89,1.1,0.01,0.0,-4.69712e-05,-1.33529e-10,4.697125e-05,1.022127e-10
0.9,0.9,1.1,0.01,0.0,-4.71244e-05,-1.35577e-10,4.712445e-05,1.042031e-10
0.91,0.91,1.1,0.01,0.0,-4.72774e-05,-1.37657e-10,4.727748e-05,1.062258e-10
0.92,0.92,1.1,0.01,0.0,-4.74304e-05,-1.39769e-10,4.743039e-05,1.082813e-10
0.93,0.93,1.1,0.01,0.0,-4.75832e-05,-1.41917e-10,4.758324e-05,1.103699e-10
0.94,0.94,1.1,0.01,0.0,-4.77361e-05,-1.44098e-10,4.773609e-05,1.124919e-10
0.95,0.95,1.1,0.01,0.0,-4.7889e-05,-1.46315e-10,4.788899e-05,1.146479e-10
0.96,0.96,1.1,0.01,0.0,-4.8042e-05,-1.48566e-10,4.804202e-05,1.16838e-10
0.97,0.97,1.1,0.01,0.0,-4.81952e-05,-1.50852e-10,4.819523e-05,1.190628e-10
0.98,0.98,1.1,0.01,0.0,-4.83487e-05,-1.53173e-10,4.834871e-05,1.213226e-10
0.99,0.99,1.1,0.01,0.0,-4.85025e-05,-1.55532e-10,4.850252e-05,1.236178e-10
1.0,1.0,1.1,0.01,0.0,-4.86567e-05,-1.57923e-10,4.865673e-05,1.259488e-10
1.01,1.01,1.1,0.01,0.0,-4.88114e-05,-1.60354e-10,4.881144e-05,1.28316e-10
1.02,1.02,1.1,0.01,0.0,-4.89667e-05,-1.62819e-10,4.896673e-05,1.307198e-10
1.03,1.03,1.1,0.01,0.0,-4.91227e-05,-1.6532e-10,4.912269e-05,1.331605e-10
1.04,1.04,1.1,0.01,0.0,-4.92794e-05,-1.6786e-10,4.92794e-05,1.356386e-10
1.05,1.05,1.1,0.01,0.0,-4.94369e-05,-1.7044e-10,4.943697e-05,1.381544e-10
1.06,1.06,1.1,0.01,0.0,-4.95955e-05,-1.73056e-10,4.959551e-05,1.407084e-10
1.07,1.07,1.1,0.01,0.0,-4.97551e-05,-1.7571e-10,4.975511e-05,1.43301e-10
1.08,1.08,1.1,0.01,0.0,-4.99158e-05,-1.78405e-10,4.991588e-05,1.459325e-10
1.09,1.09,1.1,0.01,0.0,-5.00779e-05,-1.81137e-10,5.007795e-05,1.486033e-10
1.1,1.1,1.1,0.01,0.0,-5.02414e-05,-1.83909e-10,5.024142e-05,1.513139e-10
0.0,0.0,1.1,0.02,0.0,2.774946e-06,-5.68816e-11,-2.77491e-06,1.846281e-11
0.01,0.01,1.1,0.02,0.0,1.392789e-06,-5.2335e-11,-1.39275e-06,1.537403e-11
0.02,0.02,1.1,0.02,0.0,1.774455e-11,-4.82725e-11,1.774455e-11,1.278237e-11
0.03,0.03,1.1,0.02,0.0,-1.38545e-06,-4.83382e-11,1.385484e-06,1.309899e-11
0.04,0.04,1.1,0.02,0.0,-2.74546e-06,-4.83489e-11,2.745491e-06,1.342259e-11
0.05,0.05,1.1,0.02,0.0,-4.08016e-06,-4.83649e-11,4.080194e-06,1.375333e-11
0.06,0.06,1.1,0.02,0.0,-5.38972e-06,-4.84004e-11,5.389759e-06,1.409133e-11
0.07,0.07,1.1,0.02,0.0,-6.67432e-06,-4.84546e-11,6.674354e-06,1.443676e-11
0.08,0.08,1.1,0.02,0.0,-7.93411e-06,-4.8531e-11,7.934148e-06,1.478977e-11
0.09,0.09,1.1,0.02,0.0,-9.16928e-06,-4.86224e-11,9.169312e-06,1.51505e-11
0.1,0.1,1.1,0.02,0.0,-1.038e-05,-4.87343e-11,1.038001e-05,1.551912e-11
0.11,0.11,1.1,0.02,0.0,-1.15664e-05,-4.88631e-11,1.15664e-05,1.589579e-11
0.12,0.12,1.1,0.02,0.0,-1.27286e-05,-4.90097e-11,1.272863e-05,1.628066e-11
0.13,0.13,1.1,0.02,0.0,-1.38668e-05,-4.91722e-11,1.386686e-05,1.66739e-11
0.14,0.14,1.1,0.02,0.0,-1.49812e-05,-4.93516e-11,1.498121e-05,1.707569e-11
0.15,0.15,1.1,0.02,0.0,-1.60718e-05,-4.95488e-11,1.60718e-05,1.748618e-11
0.16,0.16,1.1,0.02,0.0,-1.71387e-05,-4.9762e-11,1.713876e-05,1.790556e-11
0.17,0.17,1.1,0.02,0.0,-1.81821e-05,-4.99911e-11,1.818216e-05,1.833399e-11
0.18,0.18,1.1,0.02,0.0,-1.92021e-05,-5.0238e-11,1.92021e-05,1.877166e-11
0.19,0.19,1.1,0.02,0.0,-2.01986e-05,-5.04992e-11,2.019863e-05,1.921875e-11
0.2,0.2,1.1,0.02,0.0,-2.11718e-05,-5.07772e-11,2.11718e-05,1.967544e-11
0.21,0.21,1.1,0.02,0.0,-2.21216e-05,-5.10729e-11,2.212163e-05,2.014192e-11
0.22,0.22,1.1,0.02,0.0,-2.30481e-05,-5.13847e-11,2.30481e-05,2.061838e-11
0.23,0.23,1.1,0.02,0.0,-2.39512e-05,-5.17124e-11,2.395119e-05,2.110501e-11
0.24,0.24,1.1,0.02,0.0,-2.48308e-05,-5.20561e-11,2.483083e-05,2.160201e-11
0.25,0.25,1.1,0.02,0.0,-2.56869e-05,-5.24176e-11,2.568692e-05,2.210958e-11
0.26,0.26,1.1,0.02,0.0,-2.65193e-05,-5.27951e-11,2.651934e-05,2.262792e-11
0.27,0.27,1.1,0.02,0.0,-2.73279e-05,-5.31895e-11,2.732791e-05,2.315724e-11
0.28,0.28,1.1,0.02,0.0,-2.81124e-05,-5.36007e-11,2.811242e-05,2.369774e-11
0.29,0.29,1.1,0.02,0.0,-2.88726e-05,-5.40297e-11,2.887262e-05,2.424965e-11
0.3,0.3,1.1,0.02,0.0,-2.96082e-05,-5.44746e-11,2.960823e-05,2.481316e-11
0.31,0.31,1.1,0.02,0.0,-3.03189e-05,-5.49383e-11,3.031893e-05,2.538852e-11
0.32,0.32,1.1,0.02,0.0,-3.10043e-05,-5.54188e-11,3.100434e-05,2.597593e-11
0.33,0.33,1.1,0.02,0.0,-3.16641e-05,-5.59179e-11,3.166412e-05,2.657563e-11
0.34,0.34,1.1,0.02,0.0,-3.22979e-05,-5.64349e-11,3.229789e-05,2.718784e-11
